,session_id,event_type_encoded,date,siteName
18052,102,"  (0, 5)	1.0",1666277113.414,1
35652,285,"  (0, 5)	1.0",1666766481.543,1
35653,285,"  (0, 4)	1.0",1666766481.559,1
35654,285,"  (0, 5)	1.0",1666766481.709,1
35655,285,"  (0, 2)	1.0",1666766482.954,1
35656,285,"  (0, 4)	1.0",1666766483.176,1
35657,285,"  (0, 5)	1.0",1666766483.208,1
35658,285,"  (0, 0)	1.0",1666766488.648,1
35659,285,"  (0, 2)	1.0",1666766488.649,1
35660,285,"  (0, 4)	1.0",1666766491.615,1
35661,285,"  (0, 5)	1.0",1666766492.066,1
35662,285,"  (0, 4)	1.0",1666766492.08,1
35663,285,"  (0, 5)	1.0",1666766492.383,1
35664,285,"  (0, 0)	1.0",1666766493.235,1
35665,285,"  (0, 2)	1.0",1666766493.237,1
35666,285,"  (0, 4)	1.0",1666766495.88,1
35667,285,"  (0, 5)	1.0",1666766495.965,1
35668,285,"  (0, 4)	1.0",1666766495.981,1
35669,285,"  (0, 0)	1.0",1666766496.33,1
35670,285,"  (0, 1)	1.0",1666766496.495,1
35671,285,"  (0, 0)	1.0",1666766497.746,1
2028,286,"  (0, 5)	1.0",1666017157.489,0
2029,286,"  (0, 4)	1.0",1666017157.503,0
2030,286,"  (0, 5)	1.0",1666017157.556,0
2031,286,"  (0, 2)	1.0",1666017157.81,0
2033,286,"  (0, 0)	1.0",1666017158.33,0
2032,286,"  (0, 2)	1.0",1666017158.331,0
2035,286,"  (0, 0)	1.0",1666017158.952,0
2034,286,"  (0, 2)	1.0",1666017158.953,0
2037,286,"  (0, 0)	1.0",1666017159.614,0
2036,286,"  (0, 2)	1.0",1666017159.616,0
2038,286,"  (0, 0)	1.0",1666017160.291,0
2039,286,"  (0, 2)	1.0",1666017160.292,0
2041,286,"  (0, 0)	1.0",1666017161.021,0
2040,286,"  (0, 2)	1.0",1666017161.023,0
2042,286,"  (0, 4)	1.0",1666017161.728,0
2043,286,"  (0, 5)	1.0",1666017161.767,0
2044,286,"  (0, 4)	1.0",1666017161.797,0
2045,286,"  (0, 0)	1.0",1666017162.242,0
2251,288,"  (0, 5)	1.0",1666018463.266,1
2250,288,"  (0, 2)	1.0",1666018463.267,1
2253,288,"  (0, 0)	1.0",1666018471.213,1
2254,288,"  (0, 0)	1.0",1666018472.166,1
15887,290,"  (0, 5)	1.0",1666196164.462,0
15886,290,"  (0, 4)	1.0",1666196164.463,0
15888,290,"  (0, 5)	1.0",1666196164.499,0
15889,290,"  (0, 4)	1.0",1666196164.874,0
15890,290,"  (0, 5)	1.0",1666196165.006,0
15891,290,"  (0, 2)	1.0",1666196165.26,0
15892,290,"  (0, 0)	1.0",1666196167.681,0
15893,290,"  (0, 2)	1.0",1666196167.682,0
15894,290,"  (0, 0)	1.0",1666196171.471,0
15895,290,"  (0, 2)	1.0",1666196171.472,0
15896,290,"  (0, 0)	1.0",1666196172.951,0
15897,290,"  (0, 2)	1.0",1666196172.959,0
15898,290,"  (0, 0)	1.0",1666196174.076,0
15899,290,"  (0, 2)	1.0",1666196174.079,0
15900,290,"  (0, 0)	1.0",1666196176.18,0
15901,290,"  (0, 2)	1.0",1666196176.18,0
15902,290,"  (0, 4)	1.0",1666196177.498,0
15903,290,"  (0, 5)	1.0",1666196177.782,0
15904,290,"  (0, 4)	1.0",1666196177.803,0
15905,290,"  (0, 0)	1.0",1666196178.197,0
18422,297,"  (0, 5)	1.0",1666299631.28,1
18423,297,"  (0, 2)	1.0",1666299631.29,1
18424,297,"  (0, 0)	1.0",1666299635.878,1
18426,297,"  (0, 4)	1.0",1666299635.878,1
18425,297,"  (0, 1)	1.0",1666299635.879,1
18428,297,"  (0, 5)	1.0",1666299638.198,1
18427,297,"  (0, 2)	1.0",1666299638.2,1
18429,297,"  (0, 3)	1.0",1666299639.696,1
18495,297,"  (0, 4)	1.0",1666299642.918,1
18494,297,"  (0, 5)	1.0",1666299642.919,1
18493,297,"  (0, 0)	1.0",1666299642.92,1
18496,297,"  (0, 2)	1.0",1666299642.927,1
18524,297,"  (0, 4)	1.0",1666299652.768,1
18521,297,"  (0, 5)	1.0",1666299652.769,1
18522,297,"  (0, 0)	1.0",1666299652.769,1
18523,297,"  (0, 2)	1.0",1666299652.77,1
18568,297,"  (0, 4)	1.0",1666299663.568,1
18566,297,"  (0, 5)	1.0",1666299663.569,1
18567,297,"  (0, 0)	1.0",1666299663.569,1
18565,297,"  (0, 2)	1.0",1666299663.57,1
18629,297,"  (0, 4)	1.0",1666299690.719,1
18630,297,"  (0, 5)	1.0",1666299690.719,1
18632,297,"  (0, 0)	1.0",1666299690.72,1
18631,297,"  (0, 2)	1.0",1666299690.722,1
18705,297,"  (0, 4)	1.0",1666299694.716,1
18706,297,"  (0, 0)	1.0",1666299694.717,1
18707,297,"  (0, 1)	1.0",1666299694.739,1
18916,297,"  (0, 1)	1.0",1666299700.739,1
18917,297,"  (0, 1)	1.0",1666299701.548,1
19080,297,"  (0, 1)	1.0",1666299709.027,1
19081,297,"  (0, 1)	1.0",1666299709.23,1
19082,297,"  (0, 1)	1.0",1666299709.439,1
14974,313,"  (0, 5)	1.0",1666186907.142,0
14975,313,"  (0, 4)	1.0",1666186907.157,0
14976,313,"  (0, 5)	1.0",1666186907.234,0
14977,313,"  (0, 2)	1.0",1666186907.475,0
14978,313,"  (0, 0)	1.0",1666186909.943,0
14979,313,"  (0, 2)	1.0",1666186909.948,0
14980,313,"  (0, 0)	1.0",1666186912.158,0
14981,313,"  (0, 2)	1.0",1666186912.163,0
14982,313,"  (0, 0)	1.0",1666186913.946,0
14983,313,"  (0, 2)	1.0",1666186913.951,0
14984,313,"  (0, 0)	1.0",1666186915.466,0
14985,313,"  (0, 2)	1.0",1666186915.47,0
14986,313,"  (0, 0)	1.0",1666186917.634,0
14987,313,"  (0, 2)	1.0",1666186917.639,0
14988,313,"  (0, 3)	1.0",1666186920.056,0
14989,313,"  (0, 4)	1.0",1666186920.474,0
14990,313,"  (0, 5)	1.0",1666186920.903,0
14991,313,"  (0, 4)	1.0",1666186920.942,0
14992,313,"  (0, 0)	1.0",1666186921.232,0
10067,314,"  (0, 5)	1.0",1666161686.315,0
10068,314,"  (0, 2)	1.0",1666161686.466,0
10112,314,"  (0, 4)	1.0",1666161693.233,0
10113,314,"  (0, 5)	1.0",1666161693.234,0
10114,314,"  (0, 0)	1.0",1666161693.244,0
10115,314,"  (0, 2)	1.0",1666161693.248,0
10133,314,"  (0, 4)	1.0",1666161697.082,0
10134,314,"  (0, 5)	1.0",1666161697.083,0
10135,314,"  (0, 0)	1.0",1666161697.083,0
10136,314,"  (0, 2)	1.0",1666161697.086,0
10154,314,"  (0, 4)	1.0",1666161701.245,0
10155,314,"  (0, 5)	1.0",1666161701.249,0
10156,314,"  (0, 0)	1.0",1666161701.253,0
10157,314,"  (0, 2)	1.0",1666161701.254,0
10262,314,"  (0, 4)	1.0",1666161715.14,0
10263,314,"  (0, 5)	1.0",1666161715.141,0
10264,314,"  (0, 0)	1.0",1666161715.141,0
10265,314,"  (0, 2)	1.0",1666161715.144,0
10282,314,"  (0, 5)	1.0",1666161718.683,0
10283,314,"  (0, 4)	1.0",1666161718.683,0
10284,314,"  (0, 0)	1.0",1666161718.684,0
10285,314,"  (0, 2)	1.0",1666161718.685,0
10288,314,"  (0, 4)	1.0",1666161722.505,0
10289,314,"  (0, 0)	1.0",1666161722.506,0
12629,324,"  (0, 5)	1.0",1666163903.274,0
12630,324,"  (0, 4)	1.0",1666163903.29,0
12631,324,"  (0, 5)	1.0",1666163903.59,0
12632,324,"  (0, 4)	1.0",1666163903.623,0
12633,324,"  (0, 5)	1.0",1666163903.856,0
12634,324,"  (0, 2)	1.0",1666163904.107,0
12635,324,"  (0, 3)	1.0",1666163906.266,0
12637,324,"  (0, 3)	1.0",1666163906.468,0
12638,324,"  (0, 4)	1.0",1666163908.085,0
12639,324,"  (0, 5)	1.0",1666163908.389,0
12640,324,"  (0, 0)	1.0",1666163908.902,0
12641,324,"  (0, 2)	1.0",1666163908.904,0
12642,324,"  (0, 4)	1.0",1666163910.975,0
12643,324,"  (0, 5)	1.0",1666163911.142,0
12644,324,"  (0, 0)	1.0",1666163911.314,0
12645,324,"  (0, 2)	1.0",1666163911.315,0
12647,324,"  (0, 4)	1.0",1666163912.508,0
12648,324,"  (0, 5)	1.0",1666163912.509,0
12649,324,"  (0, 4)	1.0",1666163912.525,0
12650,324,"  (0, 5)	1.0",1666163912.858,0
12651,324,"  (0, 0)	1.0",1666163913.068,0
12652,324,"  (0, 2)	1.0",1666163913.069,0
12653,324,"  (0, 4)	1.0",1666163914.209,0
12654,324,"  (0, 5)	1.0",1666163914.459,0
12655,324,"  (0, 0)	1.0",1666163914.657,0
12656,324,"  (0, 2)	1.0",1666163914.658,0
12657,324,"  (0, 4)	1.0",1666163916.491,0
12658,324,"  (0, 5)	1.0",1666163916.508,0
12659,324,"  (0, 0)	1.0",1666163916.956,0
12660,324,"  (0, 2)	1.0",1666163916.957,0
12661,324,"  (0, 4)	1.0",1666163917.975,0
12662,324,"  (0, 0)	1.0",1666163918.553,0
35271,338,"  (0, 5)	1.0",1666696732.153,0
35272,338,"  (0, 4)	1.0",1666696732.272,0
35273,338,"  (0, 5)	1.0",1666696732.471,0
35274,338,"  (0, 2)	1.0",1666696732.684,0
35275,338,"  (0, 3)	1.0",1666696735.855,0
35276,338,"  (0, 3)	1.0",1666696735.95,0
35277,338,"  (0, 3)	1.0",1666696736.192,0
35278,338,"  (0, 3)	1.0",1666696736.89,0
35279,338,"  (0, 3)	1.0",1666696736.974,0
35280,338,"  (0, 4)	1.0",1666696738.27,0
35281,338,"  (0, 5)	1.0",1666696738.616,0
35282,338,"  (0, 0)	1.0",1666696738.719,0
35283,338,"  (0, 2)	1.0",1666696738.72,0
35284,338,"  (0, 3)	1.0",1666696742.128,0
35285,338,"  (0, 3)	1.0",1666696742.221,0
35286,338,"  (0, 4)	1.0",1666696742.787,0
35287,338,"  (0, 5)	1.0",1666696743.016,0
35289,338,"  (0, 0)	1.0",1666696743.212,0
35288,338,"  (0, 2)	1.0",1666696743.216,0
35290,338,"  (0, 3)	1.0",1666696744.584,0
35291,338,"  (0, 3)	1.0",1666696744.659,0
35292,338,"  (0, 3)	1.0",1666696745.158,0
35293,338,"  (0, 3)	1.0",1666696745.251,0
35294,338,"  (0, 4)	1.0",1666696746.428,0
35295,338,"  (0, 5)	1.0",1666696746.711,0
35297,338,"  (0, 0)	1.0",1666696746.811,0
35296,338,"  (0, 2)	1.0",1666696746.812,0
35298,338,"  (0, 4)	1.0",1666696748.731,0
35299,338,"  (0, 5)	1.0",1666696751.34,0
35300,338,"  (0, 4)	1.0",1666696751.355,0
35301,338,"  (0, 5)	1.0",1666696751.375,0
35302,338,"  (0, 0)	1.0",1666696751.701,0
35303,338,"  (0, 2)	1.0",1666696751.705,0
35304,338,"  (0, 4)	1.0",1666696755.284,0
35305,338,"  (0, 5)	1.0",1666696755.289,0
35306,338,"  (0, 0)	1.0",1666696755.652,0
35307,338,"  (0, 2)	1.0",1666696755.652,0
35308,338,"  (0, 4)	1.0",1666696757.431,0
35309,338,"  (0, 0)	1.0",1666696757.917,0
6027,345,"  (0, 5)	1.0",1666102124.658,0
6028,345,"  (0, 4)	1.0",1666102124.741,0
6029,345,"  (0, 5)	1.0",1666102125.148,0
6030,345,"  (0, 2)	1.0",1666102125.484,0
6031,345,"  (0, 0)	1.0",1666102131.797,0
6032,345,"  (0, 2)	1.0",1666102131.798,0
6033,345,"  (0, 3)	1.0",1666102134.781,0
6034,345,"  (0, 0)	1.0",1666102138.553,0
6035,345,"  (0, 2)	1.0",1666102138.555,0
6036,345,"  (0, 3)	1.0",1666102141.27,0
6037,345,"  (0, 3)	1.0",1666102141.417,0
6038,345,"  (0, 3)	1.0",1666102141.575,0
6039,345,"  (0, 0)	1.0",1666102142.899,0
6040,345,"  (0, 2)	1.0",1666102142.9,0
6041,345,"  (0, 0)	1.0",1666102144.333,0
6042,345,"  (0, 2)	1.0",1666102144.334,0
6043,345,"  (0, 0)	1.0",1666102147.684,0
6044,345,"  (0, 2)	1.0",1666102147.685,0
6045,345,"  (0, 4)	1.0",1666102150.646,0
6046,345,"  (0, 5)	1.0",1666102151.218,0
6047,345,"  (0, 4)	1.0",1666102153.647,0
6048,345,"  (0, 0)	1.0",1666102156.246,0
8237,359,"  (0, 5)	1.0",1666160532.555,1
8238,359,"  (0, 4)	1.0",1666160532.639,1
8239,359,"  (0, 5)	1.0",1666160534.338,1
8240,359,"  (0, 2)	1.0",1666160535.202,1
8241,359,"  (0, 4)	1.0",1666160537.051,1
8242,359,"  (0, 0)	1.0",1666160547.197,1
8243,359,"  (0, 5)	1.0",1666160547.643,1
8244,359,"  (0, 4)	1.0",1666160547.693,1
8245,359,"  (0, 5)	1.0",1666160547.8,1
8246,359,"  (0, 2)	1.0",1666160548.34,1
8247,359,"  (0, 4)	1.0",1666160548.844,1
8248,359,"  (0, 3)	1.0",1666160553.194,1
8249,359,"  (0, 3)	1.0",1666160553.423,1
8250,359,"  (0, 5)	1.0",1666160560.047,1
8251,359,"  (0, 4)	1.0",1666160560.113,1
8252,359,"  (0, 5)	1.0",1666160560.264,1
8253,359,"  (0, 0)	1.0",1666160563.782,1
8254,359,"  (0, 2)	1.0",1666160563.783,1
8255,359,"  (0, 4)	1.0",1666160564.108,1
8256,359,"  (0, 0)	1.0",1666160565.302,1
8257,359,"  (0, 0)	1.0",1666160565.303,1
8258,359,"  (0, 2)	1.0",1666160596.822,1
8259,359,"  (0, 2)	1.0",1666160596.823,1
8260,359,"  (0, 5)	1.0",1666160597.593,1
8261,359,"  (0, 4)	1.0",1666160600.094,1
8262,359,"  (0, 5)	1.0",1666160600.545,1
8263,359,"  (0, 0)	1.0",1666160601.131,1
8264,359,"  (0, 2)	1.0",1666160601.132,1
8265,359,"  (0, 4)	1.0",1666160609.829,1
8266,359,"  (0, 5)	1.0",1666160610.18,1
8267,359,"  (0, 0)	1.0",1666160610.792,1
8268,359,"  (0, 2)	1.0",1666160610.793,1
8269,359,"  (0, 4)	1.0",1666160652.61,1
8270,359,"  (0, 5)	1.0",1666160653.01,1
8271,359,"  (0, 0)	1.0",1666160653.482,1
8272,359,"  (0, 2)	1.0",1666160653.483,1
8273,359,"  (0, 4)	1.0",1666160654.107,1
8274,359,"  (0, 3)	1.0",1666160656.95,1
8275,359,"  (0, 3)	1.0",1666160657.071,1
8276,359,"  (0, 0)	1.0",1666160659.147,1
8277,359,"  (0, 1)	1.0",1666160659.182,1
8278,359,"  (0, 5)	1.0",1666160660.133,1
8279,359,"  (0, 4)	1.0",1666160660.214,1
8280,359,"  (0, 5)	1.0",1666160661.184,1
8281,359,"  (0, 2)	1.0",1666160661.494,1
8282,359,"  (0, 3)	1.0",1666160665.305,1
8283,359,"  (0, 3)	1.0",1666160665.5,1
8284,359,"  (0, 4)	1.0",1666160670.983,1
8285,359,"  (0, 5)	1.0",1666160671.082,1
8286,359,"  (0, 4)	1.0",1666160671.133,1
8287,359,"  (0, 5)	1.0",1666160671.298,1
8288,359,"  (0, 4)	1.0",1666160671.316,1
8289,359,"  (0, 5)	1.0",1666160671.35,1
8290,359,"  (0, 4)	1.0",1666160671.366,1
8291,359,"  (0, 5)	1.0",1666160671.668,1
8292,359,"  (0, 4)	1.0",1666160671.717,1
8293,359,"  (0, 5)	1.0",1666160671.899,1
8294,359,"  (0, 4)	1.0",1666160671.983,1
8295,359,"  (0, 0)	1.0",1666160673.258,1
8296,359,"  (0, 1)	1.0",1666160673.265,1
8297,359,"  (0, 5)	1.0",1666160676.022,1
8298,359,"  (0, 4)	1.0",1666160676.038,1
8299,359,"  (0, 5)	1.0",1666160676.355,1
8300,359,"  (0, 2)	1.0",1666160676.704,1
8301,359,"  (0, 3)	1.0",1666160677.395,1
8302,359,"  (0, 4)	1.0",1666160677.963,1
8303,359,"  (0, 5)	1.0",1666160678.031,1
8304,359,"  (0, 4)	1.0",1666160678.064,1
8305,359,"  (0, 0)	1.0",1666160678.707,1
8306,359,"  (0, 1)	1.0",1666160678.739,1
8307,359,"  (0, 5)	1.0",1666160679.282,1
8308,359,"  (0, 4)	1.0",1666160679.316,1
8309,359,"  (0, 5)	1.0",1666160679.649,1
8310,359,"  (0, 2)	1.0",1666160680.238,1
8311,359,"  (0, 3)	1.0",1666160680.906,1
8312,359,"  (0, 4)	1.0",1666160681.367,1
8313,359,"  (0, 5)	1.0",1666160681.467,1
8314,359,"  (0, 4)	1.0",1666160681.649,1
8315,359,"  (0, 0)	1.0",1666160682.407,1
8316,359,"  (0, 1)	1.0",1666160682.438,1
8317,359,"  (0, 5)	1.0",1666160683.086,1
8318,359,"  (0, 4)	1.0",1666160683.101,1
8319,359,"  (0, 5)	1.0",1666160683.219,1
8320,359,"  (0, 4)	1.0",1666160683.42,1
8321,359,"  (0, 5)	1.0",1666160683.936,1
8322,359,"  (0, 2)	1.0",1666160684.289,1
8323,359,"  (0, 3)	1.0",1666160686.516,1
8324,359,"  (0, 3)	1.0",1666160686.767,1
8325,359,"  (0, 3)	1.0",1666160686.801,1
8326,359,"  (0, 3)	1.0",1666160686.834,1
8327,359,"  (0, 3)	1.0",1666160686.867,1
8328,359,"  (0, 3)	1.0",1666160686.9,1
8329,359,"  (0, 3)	1.0",1666160686.934,1
8330,359,"  (0, 3)	1.0",1666160686.967,1
8331,359,"  (0, 3)	1.0",1666160687.001,1
8332,359,"  (0, 3)	1.0",1666160687.295,1
8333,359,"  (0, 3)	1.0",1666160687.521,1
8334,359,"  (0, 3)	1.0",1666160687.73,1
8335,359,"  (0, 4)	1.0",1666160692.586,1
8336,359,"  (0, 5)	1.0",1666160692.952,1
8337,359,"  (0, 4)	1.0",1666160692.985,1
8338,359,"  (0, 0)	1.0",1666160693.498,1
8339,359,"  (0, 1)	1.0",1666160693.529,1
8340,359,"  (0, 5)	1.0",1666160695.605,1
8341,359,"  (0, 4)	1.0",1666160695.639,1
8342,359,"  (0, 5)	1.0",1666160696.039,1
8343,359,"  (0, 2)	1.0",1666160696.336,1
8344,359,"  (0, 3)	1.0",1666160697.796,1
8345,359,"  (0, 3)	1.0",1666160697.945,1
8346,359,"  (0, 3)	1.0",1666160698.246,1
8347,359,"  (0, 3)	1.0",1666160698.441,1
8348,359,"  (0, 3)	1.0",1666160698.621,1
8349,359,"  (0, 3)	1.0",1666160698.8,1
8350,359,"  (0, 3)	1.0",1666160698.979,1
8351,359,"  (0, 3)	1.0",1666160699.357,1
8352,359,"  (0, 4)	1.0",1666160700.041,1
8353,359,"  (0, 5)	1.0",1666160700.132,1
8354,359,"  (0, 4)	1.0",1666160700.167,1
8355,359,"  (0, 0)	1.0",1666160701.027,1
8356,359,"  (0, 1)	1.0",1666160701.059,1
8357,359,"  (0, 5)	1.0",1666160702.37,1
8358,359,"  (0, 4)	1.0",1666160702.401,1
8359,359,"  (0, 5)	1.0",1666160702.486,1
8360,359,"  (0, 2)	1.0",1666160702.965,1
8361,359,"  (0, 3)	1.0",1666160703.316,1
8362,359,"  (0, 3)	1.0",1666160703.554,1
8363,359,"  (0, 3)	1.0",1666160703.767,1
8364,359,"  (0, 4)	1.0",1666160711.089,1
8365,359,"  (0, 5)	1.0",1666160711.301,1
8366,359,"  (0, 4)	1.0",1666160711.368,1
8367,359,"  (0, 0)	1.0",1666160711.972,1
8368,359,"  (0, 1)	1.0",1666160712.005,1
8369,359,"  (0, 5)	1.0",1666160712.587,1
8370,359,"  (0, 4)	1.0",1666160712.619,1
8371,359,"  (0, 5)	1.0",1666160713.355,1
8372,359,"  (0, 2)	1.0",1666160713.731,1
8373,359,"  (0, 4)	1.0",1666160715.906,1
8374,359,"  (0, 5)	1.0",1666160716.039,1
8375,359,"  (0, 4)	1.0",1666160716.089,1
8376,359,"  (0, 0)	1.0",1666160716.925,1
8377,359,"  (0, 1)	1.0",1666160716.957,1
8378,359,"  (0, 5)	1.0",1666160717.29,1
8379,359,"  (0, 4)	1.0",1666160717.307,1
8380,359,"  (0, 5)	1.0",1666160717.39,1
8381,359,"  (0, 2)	1.0",1666160718.149,1
8382,359,"  (0, 4)	1.0",1666160720.303,1
8383,359,"  (0, 5)	1.0",1666160720.435,1
8384,359,"  (0, 4)	1.0",1666160720.568,1
8385,359,"  (0, 0)	1.0",1666160721.228,1
8386,359,"  (0, 1)	1.0",1666160721.259,1
8387,359,"  (0, 1)	1.0",1666160722.168,1
8388,359,"  (0, 1)	1.0",1666160722.736,1
8389,359,"  (0, 5)	1.0",1666160723.171,1
8390,359,"  (0, 4)	1.0",1666160723.186,1
8391,359,"  (0, 5)	1.0",1666160723.522,1
8392,359,"  (0, 4)	1.0",1666160723.555,1
8393,359,"  (0, 5)	1.0",1666160724.24,1
8394,359,"  (0, 4)	1.0",1666160724.322,1
8395,359,"  (0, 5)	1.0",1666160724.572,1
8396,359,"  (0, 4)	1.0",1666160724.655,1
8397,359,"  (0, 5)	1.0",1666160730.885,1
8398,359,"  (0, 4)	1.0",1666160730.919,1
8399,359,"  (0, 1)	1.0",1666160732.272,1
8400,359,"  (0, 5)	1.0",1666160733.656,1
8401,359,"  (0, 4)	1.0",1666160734.106,1
8422,359,"  (0, 5)	1.0",1666160735.824,1
8423,359,"  (0, 4)	1.0",1666160741.428,1
8424,359,"  (0, 0)	1.0",1666160744.797,1
8425,359,"  (0, 2)	1.0",1666160748.71,1
8426,359,"  (0, 5)	1.0",1666160748.941,1
8427,359,"  (0, 2)	1.0",1666160749.236,1
8428,359,"  (0, 3)	1.0",1666160750.297,1
8429,359,"  (0, 3)	1.0",1666160750.547,1
8430,359,"  (0, 3)	1.0",1666160750.58,1
8431,359,"  (0, 3)	1.0",1666160750.613,1
8432,359,"  (0, 3)	1.0",1666160750.648,1
8433,359,"  (0, 3)	1.0",1666160750.681,1
8434,359,"  (0, 3)	1.0",1666160750.716,1
8435,359,"  (0, 3)	1.0",1666160750.749,1
8436,359,"  (0, 3)	1.0",1666160750.783,1
8437,359,"  (0, 3)	1.0",1666160750.816,1
8438,359,"  (0, 3)	1.0",1666160750.854,1
8439,359,"  (0, 3)	1.0",1666160750.888,1
8440,359,"  (0, 3)	1.0",1666160750.921,1
8441,359,"  (0, 3)	1.0",1666160750.954,1
8442,359,"  (0, 3)	1.0",1666160750.987,1
8443,359,"  (0, 3)	1.0",1666160751.019,1
8444,359,"  (0, 4)	1.0",1666160752.107,1
8445,359,"  (0, 5)	1.0",1666160752.408,1
8446,359,"  (0, 4)	1.0",1666160753.544,1
8447,359,"  (0, 5)	1.0",1666160756.721,1
8448,359,"  (0, 4)	1.0",1666160756.771,1
8449,359,"  (0, 0)	1.0",1666160759.068,1
8450,359,"  (0, 1)	1.0",1666160759.102,1
8451,359,"  (0, 1)	1.0",1666160759.608,1
8452,359,"  (0, 1)	1.0",1666160759.811,1
8453,359,"  (0, 5)	1.0",1666160764.128,1
8454,359,"  (0, 2)	1.0",1666160764.373,1
8455,359,"  (0, 4)	1.0",1666160764.927,1
8456,359,"  (0, 5)	1.0",1666160765.044,1
8457,359,"  (0, 4)	1.0",1666160765.077,1
8458,359,"  (0, 5)	1.0",1666160765.502,1
8459,359,"  (0, 4)	1.0",1666160765.568,1
8460,359,"  (0, 5)	1.0",1666160765.852,1
8461,359,"  (0, 4)	1.0",1666160768.108,1
8462,359,"  (0, 5)	1.0",1666160768.754,1
8463,359,"  (0, 4)	1.0",1666160768.822,1
8464,359,"  (0, 5)	1.0",1666160769.138,1
8465,359,"  (0, 4)	1.0",1666160769.206,1
8466,359,"  (0, 0)	1.0",1666160771.506,1
8467,359,"  (0, 5)	1.0",1666160771.942,1
8468,359,"  (0, 2)	1.0",1666160772.479,1
8469,359,"  (0, 4)	1.0",1666160774.281,1
8470,359,"  (0, 5)	1.0",1666160774.427,1
8471,359,"  (0, 4)	1.0",1666160774.577,1
8472,359,"  (0, 5)	1.0",1666160774.728,1
8473,359,"  (0, 0)	1.0",1666160775.11,1
8474,359,"  (0, 2)	1.0",1666160775.111,1
8475,359,"  (0, 4)	1.0",1666160776.738,1
8476,359,"  (0, 5)	1.0",1666160776.821,1
8477,359,"  (0, 0)	1.0",1666160782.1,1
8478,359,"  (0, 2)	1.0",1666160782.101,1
8479,359,"  (0, 4)	1.0",1666160783.075,1
8480,359,"  (0, 5)	1.0",1666160783.578,1
8481,359,"  (0, 0)	1.0",1666160783.977,1
8482,359,"  (0, 2)	1.0",1666160783.978,1
8483,359,"  (0, 4)	1.0",1666160787.437,1
8484,359,"  (0, 5)	1.0",1666160787.572,1
8486,359,"  (0, 0)	1.0",1666160788.33,1
8485,359,"  (0, 2)	1.0",1666160788.331,1
8487,359,"  (0, 4)	1.0",1666160788.824,1
8488,359,"  (0, 5)	1.0",1666160793.711,1
8489,359,"  (0, 0)	1.0",1666160794.108,1
8490,359,"  (0, 2)	1.0",1666160794.109,1
8491,359,"  (0, 4)	1.0",1666160794.546,1
8492,359,"  (0, 5)	1.0",1666160794.595,1
8493,359,"  (0, 4)	1.0",1666160796.136,1
8494,359,"  (0, 0)	1.0",1666160796.728,1
8495,359,"  (0, 1)	1.0",1666160796.761,1
8534,359,"  (0, 5)	1.0",1666160812.456,1
8535,359,"  (0, 2)	1.0",1666160812.735,1
8536,359,"  (0, 4)	1.0",1666160813.323,1
8568,359,"  (0, 0)	1.0",1666160820.642,1
8569,359,"  (0, 1)	1.0",1666160820.672,1
8582,359,"  (0, 5)	1.0",1666160822.19,1
8583,359,"  (0, 4)	1.0",1666160822.208,1
8584,359,"  (0, 5)	1.0",1666160822.573,1
8585,359,"  (0, 4)	1.0",1666160822.589,1
8600,359,"  (0, 1)	1.0",1666160828.268,1
8603,359,"  (0, 1)	1.0",1666160833.97,1
8604,359,"  (0, 0)	1.0",1666160834.081,1
8680,360,"  (0, 5)	1.0",1666160923.084,1
8681,360,"  (0, 4)	1.0",1666160923.121,1
8719,360,"  (0, 5)	1.0",1666160938.727,1
8720,360,"  (0, 2)	1.0",1666160939.287,1
8721,360,"  (0, 4)	1.0",1666160941.655,1
8722,360,"  (0, 5)	1.0",1666160941.709,1
8723,360,"  (0, 4)	1.0",1666160941.734,1
8724,360,"  (0, 5)	1.0",1666160941.827,1
8725,360,"  (0, 4)	1.0",1666160942.0,1
8726,360,"  (0, 5)	1.0",1666160942.054,1
8727,360,"  (0, 4)	1.0",1666160942.078,1
8728,360,"  (0, 5)	1.0",1666160942.117,1
8729,360,"  (0, 4)	1.0",1666160942.126,1
8730,360,"  (0, 5)	1.0",1666160942.619,1
8731,360,"  (0, 4)	1.0",1666160942.776,1
8884,360,"  (0, 5)	1.0",1666161006.543,1
8927,360,"  (0, 4)	1.0",1666161011.028,1
8929,360,"  (0, 5)	1.0",1666161011.175,1
8937,360,"  (0, 4)	1.0",1666161012.579,1
8940,360,"  (0, 3)	1.0",1666161013.595,1
8952,360,"  (0, 3)	1.0",1666161021.174,1
8961,360,"  (0, 3)	1.0",1666161046.227,1
8964,360,"  (0, 3)	1.0",1666161047.095,1
8967,360,"  (0, 5)	1.0",1666161048.474,1
8973,360,"  (0, 0)	1.0",1666161050.249,1
8974,360,"  (0, 2)	1.0",1666161050.254,1
8978,360,"  (0, 4)	1.0",1666161050.782,1
8988,360,"  (0, 5)	1.0",1666161056.422,1
8989,360,"  (0, 4)	1.0",1666161056.46,1
8990,360,"  (0, 5)	1.0",1666161056.838,1
9194,360,"  (0, 4)	1.0",1666161126.868,1
9195,360,"  (0, 5)	1.0",1666161128.855,1
9196,360,"  (0, 4)	1.0",1666161128.886,1
9197,360,"  (0, 5)	1.0",1666161128.98,1
9198,360,"  (0, 4)	1.0",1666161129.373,1
